,Unnamed: 0,experiment,item_id,condition,sentence,expected,prediction,error,model,e_size
13554,114,bock_cutting_1992_exp1,9,rel_ps,the memos that concerned the executive,VBP,VBZ,True,14,50
13555,115,bock_cutting_1992_exp1,9,rel_pp,the memos that concerned the executives,VBP,VBP,False,14,50
13560,120,bock_cutting_1992_exp1,10,prep_ss,the neutral zone around the NNP solar system,VBZ,VBZ,False,14,50
13561,121,bock_cutting_1992_exp1,10,prep_sp,the neutral zone around the JJ solar systems,VBZ,VBZ,False,14,50
13562,122,bock_cutting_1992_exp1,10,prep_ps,the neutral zones around the NNP solar system,VBP,VBP,False,14,50
13563,123,bock_cutting_1992_exp1,10,prep_pp,the neutral zones around the JJ solar systems,VBP,VBP,False,14,50
13564,124,bock_cutting_1992_exp1,10,rel_ss,the neutral zone that split the NNP solar system,VBZ,VBZ,False,14,50
13565,125,bock_cutting_1992_exp1,10,rel_sp,the neutral zone that split the JJ solar systems,VBZ,VBP,True,14,50
13566,126,bock_cutting_1992_exp1,10,rel_ps,the neutral zones that split the NNP solar system,VBP,VBP,False,14,50
13567,127,bock_cutting_1992_exp1,10,rel_pp,the neutral zones that split the JJ solar systems,VBP,VBP,False,14,50
13572,132,bock_cutting_1992_exp1,11,prep_ss,the traffic jam on the NNP street,VBZ,VBZ,False,14,50
13573,133,bock_cutting_1992_exp1,11,prep_sp,the traffic jam on the NNP streets,VBZ,VBZ,False,14,50
13574,134,bock_cutting_1992_exp1,11,prep_ps,the traffic jams on the NNP street,VBP,VBP,False,14,50
13575,135,bock_cutting_1992_exp1,11,prep_pp,the traffic jams on the NNP streets,VBP,VBP,False,14,50
13576,136,bock_cutting_1992_exp1,11,rel_ss,the traffic jam that obstructed the street,VBZ,VBZ,False,14,50
13577,137,bock_cutting_1992_exp1,11,rel_sp,the traffic jam that obstructed the streets,VBZ,VBP,True,14,50
13578,138,bock_cutting_1992_exp1,11,rel_ps,the traffic jams that obstructed the street,VBP,VBZ,True,14,50
13579,139,bock_cutting_1992_exp1,11,rel_pp,the traffic jams that obstructed the streets,VBP,VBP,False,14,50
13584,144,bock_cutting_1992_exp1,12,prep_ss,the office of the certified accountant,VBZ,VBZ,False,14,50
13585,145,bock_cutting_1992_exp1,12,prep_sp,the office of the certified accountants,VBZ,VBZ,False,14,50
13586,146,bock_cutting_1992_exp1,12,prep_ps,the offices of the certified accountant,VBP,VBP,False,14,50
13587,147,bock_cutting_1992_exp1,12,prep_pp,the offices of the certified accountants,VBP,VBP,False,14,50
13588,148,bock_cutting_1992_exp1,12,rel_ss,the office that belonged to the accountant,VBZ,VBZ,False,14,50
13589,149,bock_cutting_1992_exp1,12,rel_sp,the office that belonged to the accountants,VBZ,VBZ,False,14,50
13590,150,bock_cutting_1992_exp1,12,rel_ps,the offices that belonged to the accountant,VBP,VBP,False,14,50
13591,151,bock_cutting_1992_exp1,12,rel_pp,the offices that belonged to the accountants,VBP,VBP,False,14,50
13596,156,bock_cutting_1992_exp1,13,prep_ss,the rebel soldier in the furious battle,VBZ,VBZ,False,14,50
13597,157,bock_cutting_1992_exp1,13,prep_sp,the rebel soldier in the furious battles,VBZ,VBZ,False,14,50
13598,158,bock_cutting_1992_exp1,13,prep_ps,the rebel soldiers in the furious battle,VBP,VBP,False,14,50
13599,159,bock_cutting_1992_exp1,13,prep_pp,the rebel soldiers in the furious battles,VBP,VBP,False,14,50
13600,160,bock_cutting_1992_exp1,13,rel_ss,the rebel soldier who deserted the battle,VBZ,VBZ,False,14,50
13601,161,bock_cutting_1992_exp1,13,rel_sp,the rebel soldier who deserted the battles,VBZ,VBP,True,14,50
13602,162,bock_cutting_1992_exp1,13,rel_ps,the rebel soldiers who deserted the battle,VBP,VBP,False,14,50
13603,163,bock_cutting_1992_exp1,13,rel_pp,the rebel soldiers who deserted the battles,VBP,VBP,False,14,50
13608,168,bock_cutting_1992_exp1,14,prep_ss,the actor in the blockbuster film,VBZ,VBZ,False,14,50
13609,169,bock_cutting_1992_exp1,14,prep_sp,the actor in the blockbuster films,VBZ,VBZ,False,14,50
13610,170,bock_cutting_1992_exp1,14,prep_ps,the actors in the blockbuster film,VBP,VBP,False,14,50
13611,171,bock_cutting_1992_exp1,14,prep_pp,the actors in the blockbuster films,VBP,VBP,False,14,50
13612,172,bock_cutting_1992_exp1,14,rel_ss,the actor who directed the film,VBZ,VBZ,False,14,50
13613,173,bock_cutting_1992_exp1,14,rel_sp,the actor who directed the films,VBZ,VBP,True,14,50
13614,174,bock_cutting_1992_exp1,14,rel_ps,the actors who directed the film,VBP,VBP,False,14,50
13615,175,bock_cutting_1992_exp1,14,rel_pp,the actors who directed the films,VBP,VBP,False,14,50
13620,180,bock_cutting_1992_exp1,15,prep_ss,the consultant for the growing firm,VBZ,VBZ,False,14,50
13621,181,bock_cutting_1992_exp1,15,prep_sp,the consultant for the growing firms,VBZ,VBZ,False,14,50
13622,182,bock_cutting_1992_exp1,15,prep_ps,the consultants for the growing firm,VBP,VBP,False,14,50
13623,183,bock_cutting_1992_exp1,15,prep_pp,the consultants for the growing firms,VBP,VBP,False,14,50
13624,184,bock_cutting_1992_exp1,15,rel_ss,the consultant who advised the firm,VBZ,VBZ,False,14,50
13625,185,bock_cutting_1992_exp1,15,rel_sp,the consultant who advised the firms,VBZ,VBZ,False,14,50
13626,186,bock_cutting_1992_exp1,15,rel_ps,the consultants who advised the firm,VBP,VBP,False,14,50
13627,187,bock_cutting_1992_exp1,15,rel_pp,the consultants who advised the firms,VBP,VBP,False,14,50
13632,192,bock_cutting_1992_exp1,16,prep_ss,the teaching assistant for the physics lab,VBZ,VBZ,False,14,50
13633,193,bock_cutting_1992_exp1,16,prep_sp,the teaching assistant for the physics labs,VBZ,VBZ,False,14,50
13634,194,bock_cutting_1992_exp1,16,prep_ps,the teaching assistants for the physics lab,VBP,VBP,False,14,50
13635,195,bock_cutting_1992_exp1,16,prep_pp,the teaching assistants for the physics labs,VBP,VBP,False,14,50
13636,196,bock_cutting_1992_exp1,16,rel_ss,the teaching assistant who prepared the lab,VBZ,VBZ,False,14,50
13637,197,bock_cutting_1992_exp1,16,rel_sp,the teaching assistant who prepared the labs,VBZ,VBP,True,14,50
13638,198,bock_cutting_1992_exp1,16,rel_ps,the teaching assistants who prepared the lab,VBP,VBP,False,14,50
13639,199,bock_cutting_1992_exp1,16,rel_pp,the teaching assistants who prepared the labs,VBP,VBP,False,14,50
13644,204,bock_cutting_1992_exp1,17,prep_ss,the courier with the diplomat 's message,VBZ,VBZ,False,14,50
13645,205,bock_cutting_1992_exp1,17,prep_sp,the courier with the diplomat 's messages,VBZ,VBZ,False,14,50
13646,206,bock_cutting_1992_exp1,17,prep_ps,the NNS with the diplomat 's message,VBP,VBZ,True,14,50
13647,207,bock_cutting_1992_exp1,17,prep_pp,the NNS with the diplomat 's messages,VBP,VBP,False,14,50
13648,208,bock_cutting_1992_exp1,17,rel_ss,the courier who delivered the message,VBZ,VBZ,False,14,50
13649,209,bock_cutting_1992_exp1,17,rel_sp,the courier who delivered the messages,VBZ,VBP,True,14,50
13650,210,bock_cutting_1992_exp1,17,rel_ps,the NNS who delivered the message,VBP,VBZ,True,14,50
13651,211,bock_cutting_1992_exp1,17,rel_pp,the NNS who delivered the messages,VBP,VBP,False,14,50
13656,216,bock_cutting_1992_exp1,18,prep_ss,the star of the broadway musical,VBZ,VBZ,False,14,50
13657,217,bock_cutting_1992_exp1,18,prep_sp,the star of the broadway musicals,VBZ,VBZ,False,14,50
13658,218,bock_cutting_1992_exp1,18,prep_ps,the stars of the broadway musical,VBP,VBP,False,14,50
13659,219,bock_cutting_1992_exp1,18,prep_pp,the stars of the broadway musicals,VBP,VBP,False,14,50
13660,220,bock_cutting_1992_exp1,18,rel_ss,the star who revived the musical,VBZ,VBZ,False,14,50
13661,221,bock_cutting_1992_exp1,18,rel_sp,the star who revived the musicals,VBZ,VBZ,False,14,50
13662,222,bock_cutting_1992_exp1,18,rel_ps,the stars who revived the musical,VBP,VBP,False,14,50
13663,223,bock_cutting_1992_exp1,18,rel_pp,the stars who revived the musicals,VBP,VBP,False,14,50
13668,228,bock_cutting_1992_exp1,19,prep_ss,the corporation with the banking monopoly,VBZ,VBZ,False,14,50
13669,229,bock_cutting_1992_exp1,19,prep_sp,the corporation with the banking monopolies,VBZ,VBZ,False,14,50
13670,230,bock_cutting_1992_exp1,19,prep_ps,the corporations with the banking monopoly,VBP,VBP,False,14,50
13671,231,bock_cutting_1992_exp1,19,prep_pp,the corporations with the banking monopolies,VBP,VBP,False,14,50
13672,232,bock_cutting_1992_exp1,19,rel_ss,the corporation that dissolved the monopoly,VBZ,VBZ,False,14,50
13673,233,bock_cutting_1992_exp1,19,rel_sp,the corporation that dissolved the monopolies,VBZ,VBP,True,14,50
13674,234,bock_cutting_1992_exp1,19,rel_ps,the corporations that dissolved the monopoly,VBP,VBZ,True,14,50
13675,235,bock_cutting_1992_exp1,19,rel_pp,the corporations that dissolved the monopolies,VBP,VBP,False,14,50
13680,240,bock_cutting_1992_exp1,20,prep_ss,the picture of the prominent politician,VBZ,VBZ,False,14,50
13681,241,bock_cutting_1992_exp1,20,prep_sp,the picture of the prominent politicians,VBZ,VBZ,False,14,50
13682,242,bock_cutting_1992_exp1,20,prep_ps,the pictures of the prominent politician,VBP,VBP,False,14,50
13683,243,bock_cutting_1992_exp1,20,prep_pp,the pictures of the prominent politicians,VBP,VBP,False,14,50
13684,244,bock_cutting_1992_exp1,20,rel_ss,the picture that embarrassed the politician,VBZ,VBZ,False,14,50
13685,245,bock_cutting_1992_exp1,20,rel_sp,the picture that embarrassed the politicians,VBZ,VBP,True,14,50
13686,246,bock_cutting_1992_exp1,20,rel_ps,the pictures that embarrassed the politician,VBP,VBP,False,14,50
13687,247,bock_cutting_1992_exp1,20,rel_pp,the pictures that embarrassed the politicians,VBP,VBP,False,14,50
13692,252,bock_cutting_1992_exp1,21,prep_ss,the composer of the modern opera,VBZ,VBZ,False,14,50
13693,253,bock_cutting_1992_exp1,21,prep_sp,the composer of the modern operas,VBZ,VBZ,False,14,50
13694,254,bock_cutting_1992_exp1,21,prep_ps,the composers of the modern opera,VBP,VBP,False,14,50
13695,255,bock_cutting_1992_exp1,21,prep_pp,the composers of the modern operas,VBP,VBP,False,14,50
13696,256,bock_cutting_1992_exp1,21,rel_ss,the composer who rewrote the opera,VBZ,VBZ,False,14,50
13697,257,bock_cutting_1992_exp1,21,rel_sp,the composer who rewrote the operas,VBZ,VBZ,False,14,50
13698,258,bock_cutting_1992_exp1,21,rel_ps,the composers who rewrote the opera,VBP,VBP,False,14,50
13699,259,bock_cutting_1992_exp1,21,rel_pp,the composers who rewrote the operas,VBP,VBP,False,14,50
13704,264,bock_cutting_1992_exp1,22,prep_ss,the teacher with the special education certificate,VBZ,VBZ,False,14,50
13705,265,bock_cutting_1992_exp1,22,prep_sp,the teacher with the special education certificates,VBZ,VBZ,False,14,50
13706,266,bock_cutting_1992_exp1,22,prep_ps,the teachers with the special education certificate,VBP,VBP,False,14,50
13707,267,bock_cutting_1992_exp1,22,prep_pp,the teachers with the special education certificates,VBP,VBP,False,14,50
13708,268,bock_cutting_1992_exp1,22,rel_ss,the teacher who received the education certificate,VBZ,VBZ,False,14,50
13709,269,bock_cutting_1992_exp1,22,rel_sp,the teacher who received the education certificates,VBZ,VBZ,False,14,50
13710,270,bock_cutting_1992_exp1,22,rel_ps,the teachers who received the education certificate,VBP,VBP,False,14,50
13711,271,bock_cutting_1992_exp1,22,rel_pp,the teachers who received the education certificates,VBP,VBP,False,14,50
13716,276,bock_cutting_1992_exp1,23,prep_ss,the speaker at the union meeting,VBZ,VBZ,False,14,50
13717,277,bock_cutting_1992_exp1,23,prep_sp,the speaker at the union meetings,VBZ,VBZ,False,14,50
13718,278,bock_cutting_1992_exp1,23,prep_ps,the speakers at the union meeting,VBP,VBP,False,14,50
13719,279,bock_cutting_1992_exp1,23,prep_pp,the speakers at the union meetings,VBP,VBP,False,14,50
13720,280,bock_cutting_1992_exp1,23,rel_ss,the speaker who addressed the meeting,VBZ,VBZ,False,14,50
13721,281,bock_cutting_1992_exp1,23,rel_sp,the speaker who addressed the meetings,VBZ,VBZ,False,14,50
13722,282,bock_cutting_1992_exp1,23,rel_ps,the speakers who addressed the meeting,VBP,VBP,False,14,50
13723,283,bock_cutting_1992_exp1,23,rel_pp,the speakers who addressed the meetings,VBP,VBP,False,14,50
13728,288,bock_cutting_1992_exp1,24,prep_ss,the director of the forthcoming motion picture,VBZ,VBZ,False,14,50
13729,289,bock_cutting_1992_exp1,24,prep_sp,the director of the forthcoming motion pictures,VBZ,VBZ,False,14,50
13730,290,bock_cutting_1992_exp1,24,prep_ps,the directors of the forthcoming motion picture,VBP,VBP,False,14,50
13731,291,bock_cutting_1992_exp1,24,prep_pp,the directors of the forthcoming motion pictures,VBP,VBP,False,14,50
13732,292,bock_cutting_1992_exp1,24,rel_ss,the director who created the motion picture,VBZ,VBZ,False,14,50
13733,293,bock_cutting_1992_exp1,24,rel_sp,the director who created the motion pictures,VBZ,VBZ,False,14,50
13734,294,bock_cutting_1992_exp1,24,rel_ps,the directors who created the motion picture,VBP,VBP,False,14,50
13735,295,bock_cutting_1992_exp1,24,rel_pp,the directors who created the motion pictures,VBP,VBP,False,14,50
13740,300,bock_cutting_1992_exp1,25,prep_ss,the applicant for the corporate scholarship,VBZ,VBZ,False,14,50
13741,301,bock_cutting_1992_exp1,25,prep_sp,the applicant for the corporate scholarships,VBZ,VBZ,False,14,50
13742,302,bock_cutting_1992_exp1,25,prep_ps,the applicants for the corporate scholarship,VBP,VBP,False,14,50
13743,303,bock_cutting_1992_exp1,25,prep_pp,the applicants for the corporate scholarships,VBP,VBP,False,14,50
13744,304,bock_cutting_1992_exp1,25,rel_ss,the applicant who accepted the scholarship,VBZ,VBZ,False,14,50
13745,305,bock_cutting_1992_exp1,25,rel_sp,the applicant who accepted the scholarships,VBZ,VBZ,False,14,50
13746,306,bock_cutting_1992_exp1,25,rel_ps,the applicants who accepted the scholarship,VBP,VBP,False,14,50
13747,307,bock_cutting_1992_exp1,25,rel_pp,the applicants who accepted the scholarships,VBP,VBP,False,14,50
13752,312,bock_cutting_1992_exp1,26,prep_ss,the editor of the history book,VBZ,VBZ,False,14,50
13753,313,bock_cutting_1992_exp1,26,prep_sp,the editor of the history books,VBZ,VBZ,False,14,50
13754,314,bock_cutting_1992_exp1,26,prep_ps,the editors of the history book,VBP,VBP,False,14,50
13755,315,bock_cutting_1992_exp1,26,prep_pp,the editors of the history books,VBP,VBP,False,14,50
13756,316,bock_cutting_1992_exp1,26,rel_ss,the editor who rejected the book,VBZ,VBZ,False,14,50
13757,317,bock_cutting_1992_exp1,26,rel_sp,the editor who rejected the books,VBZ,VBZ,False,14,50
13758,318,bock_cutting_1992_exp1,26,rel_ps,the editors who rejected the book,VBP,VBP,False,14,50
13759,319,bock_cutting_1992_exp1,26,rel_pp,the editors who rejected the books,VBP,VBP,False,14,50
13764,324,bock_cutting_1992_exp1,27,prep_ss,the laboratory with the analog computer,VBZ,VBZ,False,14,50
13765,325,bock_cutting_1992_exp1,27,prep_sp,the laboratory with the analog computers,VBZ,VBZ,False,14,50
13766,326,bock_cutting_1992_exp1,27,prep_ps,the laboratories with the analog computer,VBP,VBP,False,14,50
13767,327,bock_cutting_1992_exp1,27,prep_pp,the laboratories with the analog computers,VBP,VBP,False,14,50
13768,328,bock_cutting_1992_exp1,27,rel_ss,the laboratory that invented the computer,VBZ,VBZ,False,14,50
13769,329,bock_cutting_1992_exp1,27,rel_sp,the laboratory that invented the computers,VBZ,VBZ,False,14,50
13770,330,bock_cutting_1992_exp1,27,rel_ps,the laboratories that invented the computer,VBP,VBP,False,14,50
13771,331,bock_cutting_1992_exp1,27,rel_pp,the laboratories that invented the computers,VBP,VBP,False,14,50
13776,336,bock_cutting_1992_exp1,28,prep_ss,the demonstrator at the political rally,VBZ,VBZ,False,14,50
13777,337,bock_cutting_1992_exp1,28,prep_sp,the demonstrator at the political rallies,VBZ,VBZ,False,14,50
13778,338,bock_cutting_1992_exp1,28,prep_ps,the demonstrators at the political rally,VBP,VBP,False,14,50
13779,339,bock_cutting_1992_exp1,28,prep_pp,the demonstrators at the political rallies,VBP,VBP,False,14,50
13780,340,bock_cutting_1992_exp1,28,rel_ss,the demonstrator that interrupted the rally,VBZ,VBZ,False,14,50
13781,341,bock_cutting_1992_exp1,28,rel_sp,the demonstrator that interrupted the rallies,VBZ,VBP,True,14,50
13782,342,bock_cutting_1992_exp1,28,rel_ps,the demonstrators that interrupted the rally,VBP,VBZ,True,14,50
13783,343,bock_cutting_1992_exp1,28,rel_pp,the demonstrators that interrupted the rallies,VBP,VBP,False,14,50
13788,348,bock_cutting_1992_exp1,29,prep_ss,the student in the spanish class,VBZ,VBZ,False,14,50
13789,349,bock_cutting_1992_exp1,29,prep_sp,the student in the spanish classes,VBZ,VBZ,False,14,50
13790,350,bock_cutting_1992_exp1,29,prep_ps,the students in the spanish class,VBP,VBP,False,14,50
13791,351,bock_cutting_1992_exp1,29,prep_pp,the students in the spanish classes,VBP,VBP,False,14,50
13792,352,bock_cutting_1992_exp1,29,rel_ss,the student who had failed the class,VBZ,VBZ,False,14,50
13793,353,bock_cutting_1992_exp1,29,rel_sp,the student who had failed the classes,VBZ,VBZ,False,14,50
13794,354,bock_cutting_1992_exp1,29,rel_ps,the students who had failed the class,VBP,VBP,False,14,50
13795,355,bock_cutting_1992_exp1,29,rel_pp,the students who had failed the classes,VBP,VBP,False,14,50
13800,360,bock_cutting_1992_exp1,30,prep_ss,the peace corps volunteer in the african village,VBZ,VBZ,False,14,50
13801,361,bock_cutting_1992_exp1,30,prep_sp,the peace corps volunteer in the african villages,VBZ,VBZ,False,14,50
13802,362,bock_cutting_1992_exp1,30,prep_ps,the peace corps volunteers in the african village,VBP,VBP,False,14,50
13803,363,bock_cutting_1992_exp1,30,prep_pp,the peace corps volunteers in the african villages,VBP,VBP,False,14,50
13804,364,bock_cutting_1992_exp1,30,rel_ss,the peace corps volunteer who assisted the village,VBZ,VBZ,False,14,50
13805,365,bock_cutting_1992_exp1,30,rel_sp,the peace corps volunteer who assisted the villages,VBZ,VBP,True,14,50
13806,366,bock_cutting_1992_exp1,30,rel_ps,the peace corps volunteers who assisted the village,VBP,VBP,False,14,50
13807,367,bock_cutting_1992_exp1,30,rel_pp,the peace corps volunteers who assisted the villages,VBP,VBP,False,14,50
13812,372,bock_cutting_1992_exp1,31,prep_ss,the ruler of the roman city - state,VBZ,VBZ,False,14,50
13813,373,bock_cutting_1992_exp1,31,prep_sp,the ruler of the roman city - states,VBZ,VBZ,False,14,50
13814,374,bock_cutting_1992_exp1,31,prep_ps,the rulers of the roman city - state,VBP,VBZ,True,14,50
13815,375,bock_cutting_1992_exp1,31,prep_pp,the rulers of the roman city - states,VBP,VBP,False,14,50
13816,376,bock_cutting_1992_exp1,31,rel_ss,the ruler who enslaved the city - state,VBZ,VBZ,False,14,50
